
,Drug_ID,Keep,Opioid,Form,Route,Brand,MED_per_dispensing_unit,No_tabs/ml assuming 50 MED limit per day,No_tabs/ml assuming 90 MED limit per day,Maximum No_tabs/ml assuming 50 MED limit for 7 days,Maximum No_tabs/ml assuming 50 MED limit for 14 days,Maximum No_tabs/ml assuming 50 MED limit for 30 days,Status1
65,690791,NA,MORPHINE HYDROCHLORIDE 20 MG,SYRUP,ORAL,RATIO-MORPHINE,20,2,4,14,28,60,CANCELLED POST MARKET
71,776181,NA,MORPHINE HYDROCHLORIDE 30 MG,TABLET (EXTENDED-RELEASE),ORAL,M.O.S. SR TABLETS 30MG,30,2,3,14,28,60,CANCELLED POST MARKET
61,690228,NA,MORPHINE HYDROCHLORIDE 40 MG,TABLET,ORAL,M.O.S.-40 TAB 40MG,40,1,2,7,14,30,CANCELLED POST MARKET
25,514217,Keep,MORPHINE HYDROCHLORIDE 5 MG,SYRUP,ORAL,M.O.S. SYRUP 5MG/ML,5,10,18,70,140,300,CANCELLED POST MARKET
36,607770,Keep,MORPHINE HYDROCHLORIDE 5 MG,SYRUP,ORAL,RATIO-MORPHINE,5,10,18,70,140,300,CANCELLED POST MARKET
43,614505,Keep,MORPHINE HYDROCHLORIDE 5 MG,SYRUP,ORAL,DOLORAL 5 SIROP 5MG/ML,5,10,18,70,140,300,MARKETED
62,690236,NA,MORPHINE HYDROCHLORIDE 50 MG,SYRUP,ORAL,M.O.S.-50 CONCENTRATE LIQ 50MG/ML,50,1,2,7,14,30,CANCELLED POST MARKET
63,690244,NA,MORPHINE HYDROCHLORIDE 60 MG,TABLET,ORAL,M.O.S.-60 TAB 60MG,60,1,2,7,14,30,CANCELLED POST MARKET
72,776203,NA,MORPHINE HYDROCHLORIDE 60 MG,TABLET (EXTENDED-RELEASE),ORAL,M.O.S. SR TABLETS 60MG,60,1,2,7,14,30,CANCELLED POST MARKET
26,591467,Keep,MORPHINE SULFATE 1 MG,SYRUP,ORAL,STATEX SYRUP 1MG/ML,1,50,90,350,700,1500,MARKETED
31,594644,Keep,MORPHINE SULFATE 10 MG,TABLET,ORAL,STATEX TAB 10MG,10,5,9,35,70,150,MARKETED
53,647217,NA,MORPHINE SULFATE 10 MG,SYRUP,ORAL,STATEX SYRUP 10MG/ML,10,5,9,35,70,150,CANCELLED POST MARKET
118,2009765,Keep,MORPHINE SULFATE 10 MG,TABLET,ORAL,M.O.S. SULPHATE 10MG TAB,10,5,9,35,70,150,CANCELLED POST MARKET
122,2014211,Keep,MORPHINE SULFATE 10 MG,TABLET (IMMEDIATE RELEASE),ORAL,MS.IR,10,5,9,35,70,150,MARKETED
130,2019930,Keep,MORPHINE SULFATE 10 MG,CAPSULE (EXTENDED RELEASE),ORAL,M-ESLON,10,5,9,35,70,150,MARKETED
182,2242163,Keep,MORPHINE SULFATE 10 MG,CAPSULE (SUSTAINED-RELEASE),ORAL,KADIAN,10,5,9,35,70,150,MARKETED
282,2320428,Keep,MORPHINE SULFATE 10 MG,CAPSULE (IMMEDIATE RELEASE),ORAL,M-EDIAT,10,5,9,35,70,150,MARKETED
48,632201,Keep,MORPHINE SULFATE 10 MG,SUPPOSITORY,RECTAL,STATEX-SUPPOSITORIES 10MG,30,2,3,14,28,60,MARKETED
112,1988743,NA,MORPHINE SULFATE 100 MG,TABLET (EXTENDED-RELEASE),ORAL,ORAMORPH SR TABLETS 100MG,100,0,1,0,0,0,CANCELLED POST MARKET
127,2014319,NA,MORPHINE SULFATE 100 MG,TABLET (EXTENDED-RELEASE),ORAL,MS CONTIN SRT 100MG,100,0,1,0,0,0,MARKETED
133,2019965,NA,MORPHINE SULFATE 100 MG,CAPSULE (EXTENDED RELEASE),ORAL,M-ESLON,100,0,1,0,0,0,MARKETED
159,2184451,NA,MORPHINE SULFATE 100 MG,CAPSULE (SUSTAINED-RELEASE),ORAL,KADIAN,100,0,1,0,0,0,MARKETED
196,2245287,NA,MORPHINE SULFATE 100 MG,TABLET (EXTENDED-RELEASE),ORAL,PMS-MORPHINE SULFATE SR 100 MG,100,0,1,0,0,0,CANCELLED POST MARKET
257,2302799,NA,MORPHINE SULFATE 100 MG,TABLET (EXTENDED-RELEASE),ORAL,TEVA-MORPHINE SR,100,0,1,0,0,0,MARKETED
326,2346397,NA,MORPHINE SULFATE 100 MG,TABLET (EXTENDED-RELEASE),ORAL,NTP-MORPHINE SR,100,0,1,0,0,0,CANCELLED PRE MARKET
333,2350920,NA,MORPHINE SULFATE 100 MG,TABLET (EXTENDED-RELEASE),ORAL,MORPHINE SR,100,0,1,0,0,0,CANCELLED POST MARKET
427,2453851,NA,MORPHINE SULFATE 100 MG,TABLET (EXTENDED-RELEASE),ORAL,BAR-MORPHINE SR,100,0,1,0,0,0,APPROVED
448,2478889,NA,MORPHINE SULFATE 100 MG,TABLET (EXTENDED-RELEASE),ORAL,SANDOZ MORPHINE SR,100,0,1,0,0,0,NA
228,2254212,NA,MORPHINE SULFATE 120 MG,CAPSULE (SUSTAINED-RELEASE),ORAL,ZOMORPH,120,0,1,0,0,0,APPROVED
129,2015439,NA,MORPHINE SULFATE 15 MG,TABLET (EXTENDED-RELEASE),ORAL,MS CONTIN SRT 15MG,15,3,6,21,42,90,MARKETED
153,2177749,NA,MORPHINE SULFATE 15 MG,CAPSULE (EXTENDED RELEASE),ORAL,M-ESLON,15,3,6,21,42,90,MARKETED
190,2244790,NA,MORPHINE SULFATE 15 MG,TABLET (EXTENDED-RELEASE),ORAL,SANDOZ MORPHINE SR,15,3,6,21,42,90,MARKETED
193,2245284,NA,MORPHINE SULFATE 15 MG,TABLET (EXTENDED-RELEASE),ORAL,PMS-MORPHINE SULFATE SR 15 MG,15,3,6,21,42,90,CANCELLED POST MARKET
254,2302764,NA,MORPHINE SULFATE 15 MG,TABLET (EXTENDED-RELEASE),ORAL,TEVA-MORPHINE SR,15,3,6,21,42,90,MARKETED
323,2346362,NA,MORPHINE SULFATE 15 MG,TABLET (EXTENDED-RELEASE),ORAL,NTP-MORPHINE SR,15,3,6,21,42,90,CANCELLED PRE MARKET
330,2350815,NA,MORPHINE SULFATE 15 MG,TABLET (EXTENDED-RELEASE),ORAL,MORPHINE SR,15,3,6,21,42,90,MARKETED
424,2453800,NA,MORPHINE SULFATE 15 MG,TABLET (EXTENDED-RELEASE),ORAL,BAR-MORPHINE SR,15,3,6,21,42,90,APPROVED
47,621935,NA,MORPHINE SULFATE 20 MG,DROPS,ORAL,STATEX DROPS 20MG/ML,20,2,4,14,28,60,CANCELLED POST MARKET
123,2014238,NA,MORPHINE SULFATE 20 MG,TABLET (IMMEDIATE RELEASE),ORAL,MS.IR,20,2,4,14,28,60,MARKETED
157,2184435,NA,MORPHINE SULFATE 20 MG,CAPSULE (SUSTAINED-RELEASE),ORAL,KADIAN,20,2,4,14,28,60,MARKETED
225,2254182,NA,MORPHINE SULFATE 20 MG,CAPSULE (SUSTAINED-RELEASE),ORAL,ZOMORPH,20,2,4,14,28,60,APPROVED
283,2320436,NA,MORPHINE SULFATE 20 MG,CAPSULE (IMMEDIATE RELEASE),ORAL,M-EDIAT,20,2,4,14,28,60,MARKETED
33,596965,NA,MORPHINE SULFATE 20 MG,SUPPOSITORY,RECTAL,STATEX SUPPOSITORIES 20MG,60,1,2,7,14,30,MARKETED
128,2014327,NA,MORPHINE SULFATE 200 MG,TABLET (EXTENDED-RELEASE),ORAL,MS CONTIN SRT 200MG,200,0,0,0,0,0,MARKETED
154,2177757,NA,MORPHINE SULFATE 200 MG,CAPSULE (EXTENDED RELEASE),ORAL,M-ESLON,200,0,0,0,0,0,MARKETED
197,2245288,NA,MORPHINE SULFATE 200 MG,TABLET (EXTENDED-RELEASE),ORAL,PMS-MORPHINE SULFATE SR 200 MG,200,0,0,0,0,0,CANCELLED POST MARKET
229,2254220,NA,MORPHINE SULFATE 200 MG,CAPSULE (SUSTAINED-RELEASE),ORAL,ZOMORPH,200,0,0,0,0,0,APPROVED
258,2302802,NA,MORPHINE SULFATE 200 MG,TABLET (EXTENDED-RELEASE),ORAL,TEVA-MORPHINE SR,200,0,0,0,0,0,MARKETED
327,2346400,NA,MORPHINE SULFATE 200 MG,TABLET (EXTENDED-RELEASE),ORAL,NTP-MORPHINE SR,200,0,0,0,0,0,CANCELLED PRE MARKET
334,2350947,NA,MORPHINE SULFATE 200 MG,TABLET (EXTENDED-RELEASE),ORAL,MORPHINE SR,200,0,0,0,0,0,CANCELLED POST MARKET
428,2453878,NA,MORPHINE SULFATE 200 MG,TABLET (EXTENDED-RELEASE),ORAL,BAR-MORPHINE SR,200,0,0,0,0,0,APPROVED
449,2478897,NA,MORPHINE SULFATE 200 MG,TABLET (EXTENDED-RELEASE),ORAL,SANDOZ MORPHINE SR,200,0,0,0,0,0,NA
30,594636,NA,MORPHINE SULFATE 25 MG,TABLET,ORAL,STATEX TABLET 25MG,25,2,4,14,28,60,MARKETED
116,2009749,NA,MORPHINE SULFATE 25 MG,TABLET,ORAL,M.O.S. SULPHATE 25MG TAB,25,2,4,14,28,60,CANCELLED POST MARKET
110,1988727,NA,MORPHINE SULFATE 30 MG,TABLET (EXTENDED-RELEASE),ORAL,ORAMORPH SR TABLETS 30MG,30,2,3,14,28,60,CANCELLED POST MARKET
124,2014254,NA,MORPHINE SULFATE 30 MG,TABLET (IMMEDIATE RELEASE),ORAL,MS.IR,30,2,3,14,28,60,MARKETED
125,2014297,NA,MORPHINE SULFATE 30 MG,TABLET (EXTENDED-RELEASE),ORAL,MS CONTIN SRT 30MG,30,2,3,14,28,60,MARKETED
131,2019949,NA,MORPHINE SULFATE 30 MG,CAPSULE (EXTENDED RELEASE),ORAL,M-ESLON,30,2,3,14,28,60,MARKETED
191,2244791,NA,MORPHINE SULFATE 30 MG,TABLET (EXTENDED-RELEASE),ORAL,SANDOZ MORPHINE SR,30,2,3,14,28,60,MARKETED
194,2245285,NA,MORPHINE SULFATE 30 MG,TABLET (EXTENDED-RELEASE),ORAL,PMS-MORPHINE SULFATE SR 30 MG,30,2,3,14,28,60,CANCELLED POST MARKET
255,2302772,NA,MORPHINE SULFATE 30 MG,TABLET (EXTENDED-RELEASE),ORAL,TEVA-MORPHINE SR,30,2,3,14,28,60,MARKETED
284,2320444,NA,MORPHINE SULFATE 30 MG,CAPSULE (IMMEDIATE RELEASE),ORAL,M-EDIAT,30,2,3,14,28,60,MARKETED
324,2346370,NA,MORPHINE SULFATE 30 MG,TABLET (EXTENDED-RELEASE),ORAL,NTP-MORPHINE SR,30,2,3,14,28,60,CANCELLED PRE MARKET
331,2350890,NA,MORPHINE SULFATE 30 MG,TABLET (EXTENDED-RELEASE),ORAL,MORPHINE SR,30,2,3,14,28,60,MARKETED
425,2453827,NA,MORPHINE SULFATE 30 MG,TABLET (EXTENDED-RELEASE),ORAL,BAR-MORPHINE SR,30,2,3,14,28,60,APPROVED
52,639389,NA,MORPHINE SULFATE 30 MG,SUPPOSITORY,RECTAL,STATEX SUPPOSITORIES 30MG,90,1,1,7,14,30,MARKETED
226,2254190,NA,MORPHINE SULFATE 40 MG,CAPSULE (SUSTAINED-RELEASE),ORAL,ZOMORPH,40,1,2,7,14,30,APPROVED
27,591475,Keep,MORPHINE SULFATE 5 MG,SYRUP,ORAL,STATEX SYRUP 5MG/ML,5,10,18,70,140,300,CANCELLED POST MARKET
32,594652,Keep,MORPHINE SULFATE 5 MG,TABLET,ORAL,STATEX TAB 5MG,5,10,18,70,140,300,MARKETED
119,2009773,Keep,MORPHINE SULFATE 5 MG,TABLET,ORAL,M.O.S. SULPHATE 5MG TAB,5,10,18,70,140,300,CANCELLED POST MARKET
121,2014203,Keep,MORPHINE SULFATE 5 MG,TABLET (IMMEDIATE RELEASE),ORAL,MS.IR,5,10,18,70,140,300,MARKETED
281,2320398,Keep,MORPHINE SULFATE 5 MG,CAPSULE (IMMEDIATE RELEASE),ORAL,M-EDIAT,5,10,18,70,140,300,MARKETED
49,632228,Keep,MORPHINE SULFATE 5 MG,SUPPOSITORY,RECTAL,STATEX SUPPOSITORIES 5MG,15,3,6,21,42,90,MARKETED
57,675962,NA,MORPHINE SULFATE 50 MG,TABLET,ORAL,STATEX TABLETS 50MG,50,1,2,7,14,30,MARKETED
67,705799,NA,MORPHINE SULFATE 50 MG,DROPS,ORAL,STATEX DPS 50MG/ML,50,1,2,7,14,30,CANCELLED POST MARKET
115,2009706,NA,MORPHINE SULFATE 50 MG,TABLET,ORAL,M.O.S. SULPHATE 50MG TAB,50,1,2,7,14,30,CANCELLED POST MARKET
158,2184443,NA,MORPHINE SULFATE 50 MG,CAPSULE (SUSTAINED-RELEASE),ORAL,KADIAN,50,1,2,7,14,30,MARKETED
111,1988735,NA,MORPHINE SULFATE 60 MG,TABLET (EXTENDED-RELEASE),ORAL,ORAMORPH SR TABLETS 60MG,60,1,2,7,14,30,CANCELLED POST MARKET
126,2014300,NA,MORPHINE SULFATE 60 MG,TABLET (EXTENDED-RELEASE),ORAL,MS CONTIN SRT 60MG,60,1,2,7,14,30,MARKETED
132,2019957,NA,MORPHINE SULFATE 60 MG,CAPSULE (EXTENDED RELEASE),ORAL,M-ESLON,60,1,2,7,14,30,MARKETED
192,2244792,NA,MORPHINE SULFATE 60 MG,TABLET (EXTENDED-RELEASE),ORAL,SANDOZ MORPHINE SR,60,1,2,7,14,30,MARKETED
195,2245286,NA,MORPHINE SULFATE 60 MG,TABLET (EXTENDED-RELEASE),ORAL,PMS-MORPHINE SULFATE SR 60 MG,60,1,2,7,14,30,CANCELLED POST MARKET
227,2254204,NA,MORPHINE SULFATE 60 MG,CAPSULE (SUSTAINED-RELEASE),ORAL,ZOMORPH,60,1,2,7,14,30,APPROVED
256,2302780,NA,MORPHINE SULFATE 60 MG,TABLET (EXTENDED-RELEASE),ORAL,TEVA-MORPHINE SR,60,1,2,7,14,30,MARKETED
325,2346389,NA,MORPHINE SULFATE 60 MG,TABLET (EXTENDED-RELEASE),ORAL,NTP-MORPHINE SR,60,1,2,7,14,30,CANCELLED PRE MARKET
332,2350912,NA,MORPHINE SULFATE 60 MG,TABLET (EXTENDED-RELEASE),ORAL,MORPHINE SR,60,1,2,7,14,30,MARKETED
426,2453843,NA,MORPHINE SULFATE 60 MG,TABLET (EXTENDED-RELEASE),ORAL,BAR-MORPHINE SR,60,1,2,7,14,30,APPROVED
308,2339617,NA,NALOXONE HYDROCHLORIDE 10 MG,TABLET (EXTENDED-RELEASE),ORAL,TARGIN,Couldn't be calculated,NA,NA,NA,NA,NA,MARKETED
309,2339617,NA,NALOXONE HYDROCHLORIDE 10 MG,TABLET (EXTENDED-RELEASE),ORAL,TARGIN,Couldn't be calculated,NA,NA,NA,NA,NA,MARKETED
363,2387425,NA,NALOXONE HYDROCHLORIDE 2.5 MG,TABLET (EXTENDED-RELEASE),ORAL,TARGIN,Couldn't be calculated,NA,NA,NA,NA,NA,MARKETED
366,2387425,NA,NALOXONE HYDROCHLORIDE 2.5 MG,TABLET (EXTENDED-RELEASE),ORAL,TARGIN,Couldn't be calculated,NA,NA,NA,NA,NA,MARKETED
311,2339625,NA,NALOXONE HYDROCHLORIDE 20 MG,TABLET (EXTENDED-RELEASE),ORAL,TARGIN,Couldn't be calculated,NA,NA,NA,NA,NA,MARKETED
313,2339625,NA,NALOXONE HYDROCHLORIDE 20 MG,TABLET (EXTENDED-RELEASE),ORAL,TARGIN,Couldn't be calculated,NA,NA,NA,NA,NA,MARKETED
304,2339609,NA,NALOXONE HYDROCHLORIDE 5 MG,TABLET (EXTENDED-RELEASE),ORAL,TARGIN,Couldn't be calculated,NA,NA,NA,NA,NA,MARKETED
305,2339609,NA,NALOXONE HYDROCHLORIDE 5 MG,TABLET (EXTENDED-RELEASE),ORAL,TARGIN,Couldn't be calculated,NA,NA,NA,NA,NA,MARKETED
166,2213826,NA,NALTREXONE HYDROCHLORIDE 50 MG,TABLET,ORAL,REVIA,Couldn't be calculated,NA,NA,NA,NA,NA,MARKETED
417,2444275,NA,NALTREXONE HYDROCHLORIDE 50 MG,TABLET,ORAL,APO-NALTREXONE,Couldn't be calculated,NA,NA,NA,NA,NA,MARKETED
422,2451883,NA,NALTREXONE HYDROCHLORIDE 50 MG,TABLET,ORAL,NALTREXONE HYDROCHLORIDE TABLETS USP,Couldn't be calculated,NA,NA,NA,NA,NA,MARKETED
84,1901869,NA,OPIUM 65 MG,SUPPOSITORY,RECTAL,SANDOZ OPIUM & BELLADONNA,Couldn't be calculated,NA,NA,NA,NA,NA,MARKETED
22,443948,NA,OXYCODONE HYDROCHLORIDE 10 MG,TABLET,ORAL,SUPEUDOL 10,15,3,6,21,42,90,MARKETED
162,2202441,NA,OXYCODONE HYDROCHLORIDE 10 MG,TABLET (EXTENDED-RELEASE),ORAL,OXYCONTIN 10MG,15,3,6,21,42,90,CANCELLED POST MARKET
179,2240131,NA,OXYCODONE HYDROCHLORIDE 10 MG,TABLET,ORAL,OXY.IR,15,3,6,21,42,90,MARKETED
265,2309882,NA,OXYCODONE HYDROCHLORIDE 10 MG,TABLET (EXTENDED-RELEASE),ORAL,PMS-OXYCODONE CR,15,3,6,21,42,90,MARKETED
279,2319985,NA,OXYCODONE HYDROCHLORIDE 10 MG,TABLET,ORAL,PMS-OXYCODONE,15,3,6,21,42,90,MARKETED
288,2325969,NA,OXYCODONE HYDROCHLORIDE 10 MG,TABLET,ORAL,OXYCODONE,15,3,6,21,42,90,MARKETED
303,2339609,NA,OXYCODONE HYDROCHLORIDE 10 MG,TABLET (EXTENDED-RELEASE),ORAL,TARGIN,15,3,6,21,42,90,MARKETED
306,2339609,NA,OXYCODONE HYDROCHLORIDE 10 MG,TABLET (EXTENDED-RELEASE),ORAL,TARGIN,15,3,6,21,42,90,MARKETED
345,2366754,NA,OXYCODONE HYDROCHLORIDE 10 MG,TABLET (EXTENDED-RELEASE),ORAL,APO-OXYCODONE CR,15,3,6,21,42,90,MARKETED
348,2372525,NA,OXYCODONE HYDROCHLORIDE 10 MG,TABLET (EXTENDED-RELEASE),ORAL,OXYNEO,15,3,6,21,42,90,MARKETED
379,2394189,NA,OXYCODONE HYDROCHLORIDE 10 MG,TABLET (EXTENDED-RELEASE),ORAL,ACT OXYCODONE CR,15,3,6,21,42,90,MARKETED
19,392480,NA,OXYCODONE HYDROCHLORIDE 10 MG,SUPPOSITORY,RECTAL,SUPEUDOL 10,20,2,4,14,28,60,MARKETED
349,2372533,NA,OXYCODONE HYDROCHLORIDE 15 MG,TABLET (EXTENDED-RELEASE),ORAL,OXYNEO,22.5,2,4,14,28,60,MARKETED
385,2394766,NA,OXYCODONE HYDROCHLORIDE 15 MG,TABLET (EXTENDED-RELEASE),ORAL,APO-OXYCODONE CR,22.5,2,4,14,28,60,MARKETED
394,2397544,NA,OXYCODONE HYDROCHLORIDE 15 MG,TABLET (EXTENDED-RELEASE),ORAL,PMS-OXYCODONE CR,22.5,2,4,14,28,60,APPROVED
404,2416336,NA,OXYCODONE HYDROCHLORIDE 15 MG,TABLET (EXTENDED-RELEASE),ORAL,RAN-OXYCODONE CR,22.5,2,4,14,28,60,APPROVED
90,1916491,NA,OXYCODONE HYDROCHLORIDE 2.5 MG,TABLET,ORAL,PERCOCET-DEMI,3.75,13,24,91,182,390,CANCELLED POST MARKET
93,1916556,NA,OXYCODONE HYDROCHLORIDE 2.5 MG,TABLET,ORAL,PERCODAN-DEMI,3.75,13,24,91,182,390,CANCELLED POST MARKET
163,2202468,NA,OXYCODONE HYDROCHLORIDE 20 MG,TABLET (EXTENDED-RELEASE),ORAL,OXYCONTIN 20MG,30,2,3,14,28,60,CANCELLED POST MARKET
180,2240132,NA,OXYCODONE HYDROCHLORIDE 20 MG,TABLET (IMMEDIATE RELEASE),ORAL,OXY.IR,30,2,3,14,28,60,MARKETED
235,2262983,NA,OXYCODONE HYDROCHLORIDE 20 MG,TABLET,ORAL,SUPEUDOL,30,2,3,14,28,60,MARKETED
266,2309890,NA,OXYCODONE HYDROCHLORIDE 20 MG,TABLET (EXTENDED-RELEASE),ORAL,PMS-OXYCODONE CR,30,2,3,14,28,60,MARKETED
280,2319993,NA,OXYCODONE HYDROCHLORIDE 20 MG,TABLET,ORAL,PMS-OXYCODONE,30,2,3,14,28,60,MARKETED
289,2325977,NA,OXYCODONE HYDROCHLORIDE 20 MG,TABLET,ORAL,OXYCODONE,30,2,3,14,28,60,MARKETED
307,2339617,NA,OXYCODONE HYDROCHLORIDE 20 MG,TABLET (EXTENDED-RELEASE),ORAL,TARGIN,30,2,3,14,28,60,MARKETED
310,2339617,NA,OXYCODONE HYDROCHLORIDE 20 MG,TABLET (EXTENDED-RELEASE),ORAL,TARGIN,30,2,3,14,28,60,MARKETED
346,2366762,NA,OXYCODONE HYDROCHLORIDE 20 MG,TABLET (EXTENDED-RELEASE),ORAL,APO-OXYCODONE CR,30,2,3,14,28,60,APPROVED
354,2372797,NA,OXYCODONE HYDROCHLORIDE 20 MG,TABLET (EXTENDED-RELEASE),ORAL,OXYNEO,30,2,3,14,28,60,MARKETED
380,2394197,NA,OXYCODONE HYDROCHLORIDE 20 MG,TABLET (EXTENDED-RELEASE),ORAL,ACT OXYCODONE CR,30,2,3,14,28,60,MARKETED
405,2416344,NA,OXYCODONE HYDROCHLORIDE 20 MG,TABLET (EXTENDED-RELEASE),ORAL,RAN-OXYCODONE CR,30,2,3,14,28,60,APPROVED
18,392472,NA,OXYCODONE HYDROCHLORIDE 20 MG,SUPPOSITORY,RECTAL,SUPEUDOL 20,40,1,2,7,14,30,MARKETED
350,2372541,NA,OXYCODONE HYDROCHLORIDE 30 MG,TABLET (EXTENDED-RELEASE),ORAL,OXYNEO,45,1,2,7,14,30,MARKETED
386,2394774,NA,OXYCODONE HYDROCHLORIDE 30 MG,TABLET (EXTENDED-RELEASE),ORAL,APO-OXYCODONE CR,45,1,2,7,14,30,MARKETED
395,2397552,NA,OXYCODONE HYDROCHLORIDE 30 MG,TABLET (EXTENDED-RELEASE),ORAL,PMS-OXYCODONE CR,45,1,2,7,14,30,APPROVED
164,2202476,NA,OXYCODONE HYDROCHLORIDE 40 MG,TABLET (EXTENDED-RELEASE),ORAL,OXYCONTIN 40MG,60,1,2,7,14,30,CANCELLED POST MARKET
263,2306530,NA,OXYCODONE HYDROCHLORIDE 40 MG,TABLET (EXTENDED-RELEASE),ORAL,APO-OXYCODONE CR,60,1,2,7,14,30,MARKETED
267,2309904,NA,OXYCODONE HYDROCHLORIDE 40 MG,TABLET (EXTENDED-RELEASE),ORAL,PMS-OXYCODONE CR,60,1,2,7,14,30,MARKETED
312,2339625,NA,OXYCODONE HYDROCHLORIDE 40 MG,TABLET (EXTENDED-RELEASE),ORAL,TARGIN,60,1,2,7,14,30,MARKETED
314,2339625,NA,OXYCODONE HYDROCHLORIDE 40 MG,TABLET (EXTENDED-RELEASE),ORAL,TARGIN,60,1,2,7,14,30,MARKETED
351,2372568,NA,OXYCODONE HYDROCHLORIDE 40 MG,TABLET (EXTENDED-RELEASE),ORAL,OXYNEO,60,1,2,7,14,30,MARKETED
381,2394200,NA,OXYCODONE HYDROCHLORIDE 40 MG,TABLET (EXTENDED-RELEASE),ORAL,ACT OXYCODONE CR,60,1,2,7,14,30,MARKETED
406,2416352,NA,OXYCODONE HYDROCHLORIDE 40 MG,TABLET (EXTENDED-RELEASE),ORAL,RAN-OXYCODONE CR,60,1,2,7,14,30,APPROVED
37,608157,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET,ORAL,TEVA-OXYCODAN,7.5,7,12,49,98,210,APPROVED
38,608165,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET,ORAL,TEVA-OXYCOCET,7.5,7,12,49,98,210,APPROVED
75,789739,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET,ORAL,SUPEUDOL 5,7.5,7,12,49,98,210,MARKETED
88,1916475,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET,ORAL,PERCOCET,7.5,7,12,49,98,210,CANCELLED POST MARKET
89,1916483,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET,ORAL,ENDODAN,7.5,7,12,49,98,210,CANCELLED POST MARKET
92,1916548,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET,ORAL,ENDOCET,7.5,7,12,49,98,210,CANCELLED POST MARKET
94,1916572,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET,ORAL,PERCODAN,7.5,7,12,49,98,210,CANCELLED POST MARKET
168,2231934,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET,ORAL,OXY.IR,7.5,7,12,49,98,210,MARKETED
185,2242468,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET,ORAL,RIVACOCET,7.5,7,12,49,98,210,MARKETED
202,2245758,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET,ORAL,PMS-OXYCODONE - ACETAMINOPHEN,7.5,7,12,49,98,210,CANCELLED POST MARKET
233,2258129,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET (EXTENDED-RELEASE),ORAL,OXYCONTIN 5MG,7.5,7,12,49,98,210,CANCELLED POST MARKET
264,2307898,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET,ORAL,SANDOZ OXYCODONE/ACETAMINOPHEN,7.5,7,12,49,98,210,MARKETED
278,2319977,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET,ORAL,PMS-OXYCODONE,7.5,7,12,49,98,210,MARKETED
286,2324628,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET,ORAL,APO-OXYCODONE/ACET,7.5,7,12,49,98,210,MARKETED
287,2325950,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET,ORAL,OXYCODONE,7.5,7,12,49,98,210,MARKETED
296,2327171,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET,ORAL,OXYCODONE-ACET,7.5,7,12,49,98,210,MARKETED
339,2361361,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET,ORAL,OXYCODONE/ACET,7.5,7,12,49,98,210,MARKETED
344,2366746,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET (EXTENDED-RELEASE),ORAL,APO-OXYCODONE CR,7.5,7,12,49,98,210,APPROVED
364,2387425,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET (EXTENDED-RELEASE),ORAL,TARGIN,7.5,7,12,49,98,210,MARKETED
365,2387425,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET (EXTENDED-RELEASE),ORAL,TARGIN,7.5,7,12,49,98,210,MARKETED
378,2394170,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET (EXTENDED-RELEASE),ORAL,ACT OXYCODONE CR,7.5,7,12,49,98,210,MARKETED
393,2397536,NA,OXYCODONE HYDROCHLORIDE 5 MG,TABLET (EXTENDED-RELEASE),ORAL,PMS-OXYCODONE CR,7.5,7,12,49,98,210,APPROVED
285,2323214,NA,OXYCODONE HYDROCHLORIDE 60 MG,TABLET (EXTENDED-RELEASE),ORAL,OXYCONTIN,90,1,1,7,14,30,CANCELLED POST MARKET
352,2372576,NA,OXYCODONE HYDROCHLORIDE 60 MG,TABLET (EXTENDED-RELEASE),ORAL,OXYNEO,90,1,1,7,14,30,MARKETED
387,2394782,NA,OXYCODONE HYDROCHLORIDE 60 MG,TABLET (EXTENDED-RELEASE),ORAL,APO-OXYCODONE CR,90,1,1,7,14,30,MARKETED
396,2397560,NA,OXYCODONE HYDROCHLORIDE 60 MG,TABLET (EXTENDED-RELEASE),ORAL,PMS-OXYCODONE CR,90,1,1,7,14,30,APPROVED
407,2416360,NA,OXYCODONE HYDROCHLORIDE 60 MG,TABLET (EXTENDED-RELEASE),ORAL,RAN-OXYCODONE CR,90,1,1,7,14,30,APPROVED
